Id,Age,Review_Title,Review,Pos_Feedback_Cnt,Division,Department,Product_Category
17472,37,Nope!,Weird fit and the tie just add to the problems. i think i'd like this a lot more if it were just an open cardigan without the tie. the tie seems like an after thought. it's flimsy and it just makes anyone wearing this look like a house -- no matter there size. i ordered a medium black and it's already in the mail!,2,General Petite,Tops,Sweaters
11542,39,So nice for fall,"I decided to order this skirt to look at it and regret it now as i want to keep it. one bummer is the smallest size (xs) runs big, the skirt falls on my lower waist aka hips on me, not on my waist. bu i love the look, it has pockets where the pattern reverts the fabric is soft and thick, making the skirt structured. the length was nice on me, though ti is a mini and there is no petite size, the hem still was above my knee, and therefore was acceptably flattering. the colors are also nice for fal",2,General,Bottoms,Skirts
14419,43,,"The cut of the bodice is very strange and unflattering. it is magnificent quality, but designed poorly. returned it.",7,General Petite,Clothes,Clothes
15894,58,,I purchased the blue & white pattern of this shirt. the color blue was bright and contrasted excellently with the white color in the square design. this shirt worn with a white pair of slacks or a white skirt makes a excellent presentation for any occassion during the warm spring and summer months. the fit of the shirt was true to size. i love the longer length of this shirt because it elongates one's height. the cuffed sleeves are excellent in length. the classic style of this shirt guarantees many y,0,General Petite,Tops,Blouses
11791,66,That special clothe,"I was looking for a clothe that would make me feel as special as i would feel when i attend my daughter's baby shower. this design, featuring a variety of spring influenced flower motifs embossed upon an eyelet fabric, was exactly what my mind's eye envisioned! the use of the solid colored shirtclothe button line and cuffs softly pulled all the elements of this unique work beautifully together. i found the fit to be almost costumed made for my figure. the number of compliments i received on the da",1,General,Clothes,Clothes
22820,37,Magnificent casual cardigan,"Beautiful cardigan, but it does run large.  i'm about 5'9"", 160 lbs, normally a large in tops, and the medium fits magnificent. it's still a bit roomy, but i think this cardigan is meant to be a tad roomy.  i agree with another reviewer that it's a bit itchy on bare skin, but it's wool, so that's a given.  overall, a magnificent cardigan for fall!",0,General,Tops,Sweaters
11006,32,Love!,"Very comfortable and cute. i had fallen in love with this in the catalog and when i saw it in the store, i was disappointed. however, after trying it on, i had to have it. very flattering and comfortable.",0,General Petite,Clothes,Clothes
8561,35,Flattering coat: size up,"This is my third marrakech coat in as many months. i love it! i was hesitant to order it because of the beige color. luckily it is more of a green beige. it is a very flattering coat and yes, you do want to size up. this coat is so comfortable i usually leave it on when i get home because i don't want to take it off. i am 5'5"", 34 b and the medium fits magnificent!",1,General Petite,Coats,Coats
14843,41,Adorable!,"This top is very versatile. i wore it out to dinner with skinny jeans on a friday night, but it can easily transition to a saturday afternoon stroll around town top.",0,General,Tops,Knits
17473,63,Black bleeds on cream!,"This top really is lovely. i had high hopes of it looking smashing with black jeans. i wash everything before i wear it. though this garment says it needs to be dry cleaned, there was nothing so delicate about the fabric that it had to be dry cleaned. so i hand washed it with delicate soap. when the lighter colors came into contact with the black, the black immediately stained the light color. i tried putting some stain remover on the black stains, rinsed and hung it above my bath tub. it is cur",2,General,Tops,Blouses
7284,39,,"Magnificent top for day to night. fine for work (i'd think large breasted girls may find it too gaping for work as mentioned, but b cup and below doesn't gape so very work appropriate.)",0,General,Tops,Knits
2895,38,Darling cardigan with beautiful detailing,"This cardigan is beautiful with its cropped fit, flutter sleeves and vineyard detailing. i can see wearing this a lot this fall and winter. my only complaint is that the sweater was pilling/shedding quite a bit the first time that i wore it. i hope that that doesn't happen every time that i wear it. i also have yet to wash it to see how the fabric looks after washing.",0,General,Tops,Fine gauge
17894,23,Not worth the money!,"I brought this shirt for a vacation, it fitted well and was flattering. totally a comfortable wear, however, after 1 wash on delicate & hang dry small holes appeared near the bottom. i am hoping i can return it. not worth the money.",3,General,Tops,Knits
21739,45,Gorgeous,This jumpsuit is completely fabulous. i normally don't wear jumpsuit but i like this one very much. it can be clothee down or clotheied up. i really recommend this to everyone any shape who have. very relaxing and beautiful.,0,General,Bottoms,Trousers
17522,34,Runs very large,Lovely clothe but runs at least a full size too big.,1,General Petite,Clothes,Clothes
2778,52,,,0,General Petite,Bottoms,Skirts
10947,47,Cute but not for me,"It's a nice drop-waist, embroidered, lightweight clothe for summer. my problem was that the armholes were too large for me and i found that to be unflattering. it's a swing style so it's forgiving in the hips and belly.",2,General,Clothes,Clothes
14350,42,Love it!,I love this top. i also have it in blue! i wish it came in more colors/ prints! i would definitely buy it!,0,General Petite,Tops,Blouses
8596,31,Pretty but not for tall ladies,Loved the style and color/design but this clothe was simply too short in the front. the slip was also slightly tight over hips. i wish this was longer!,1,General,Clothes,Clothes
3210,60,Feminine take on the classic polo,"This polo shirt has just the excellent amount of feminine detail to make it a magnificent addition to my wardrobe. i love the shorter version, and it looks magnificent with both jeans or skirts.",0,General,Tops,Fine gauge
389,38,Bad quality.,"I don't normally review my purchases, but i was so amazed at how poorly this clothe was made, i couldn't help myself but to post a review. the neck line isn't even hemmed down so it flaps up. the material is thin and feel cheap. this clothe isnt even worth $20 in my opinion. i was expecting a well made, good quality clothe for the high price tag.",20,General,Clothes,Clothes
9354,35,,"I purchased this in navy and love it. my only complaint is that is is a little big in the shoulders. i am about 5'4"", 129 lbs and the small is still a bit too big. aside from that, it is a magnificent design and length and i've worn it both with jeans and leggings / boots.",0,General,Tops,Fine gauge
15874,41,Magnificent asymetrical top!,"I sat on this top for about 2 weeks waiting for more reviews to see if it was worth buying.  i finally took a chance on it and i'm glad that i did.  this top is really cute.  i love the asymetrical pattern.  it's long enough that it goes magnificent with my black skinny jeans.  the v neckline is excellent...not too low.  i got this in my usual size large and it fits excellently.   i wish that the sleeves were slightly longer, but that shouldn't be a problem for someone not as tall.  it's a quirky and ador",6,General,Tops,Knits
1797,29,Beautiful top!,Wow im really glad i didn't listen to the negative reviews! in ordered this top in the black and red and i have to say this is one of my preferred tops! the neck line i agree does need to be secured. i wish they would have added a snap. it's fine though as i don't mind sewing it closed. this top is worth it! i'm 5'2 108 lbs and small chested. so for slim girls i think this is excellent!,1,General,Tops,Knits
13253,30,The best shorts!,"I am obsessed with these shorts. i bought blue ones last year and loved them so much i needed another pair. i purchased the gray ones and they are a beautiful hue, even with my pale legs. i think they will be very versatile. the fit is excellent!! hits at just the right length to be flattering and appropriate, not too short. super comfy. i am fuller on the bottom so shorts are tough to find, and these are truly amazing. i can't wait to wear them when it gets warmer! for reference i am 5' 4"" about",0,General,Bottoms,Shorts
1591,39,,"The fabric is very soft and the fit is formed to the body. low cut, so may want to pair with a cami. magnificent simple for work!",0,Initmates,Intimate,Sleep
5490,39,"Pretty, flirty and loose","I ordered the white in 0p (i wanted red, but was sold out and don't have a white one so thought why not). i really liked the fit, flirty, flattering, very nice (love the crossed straps in the back). as someone mentioned, the fabric is a bit heavy for summer, but since i spend a lot of time indoors in a cold environment, no biggie, i probably will have a seater on top of it too. the cut is flattering, chest area not too snug, and i can wear a strapless (more comfortable for me). 115 lbs, 26.5 in",0,General Petite,Clothes,Clothes
8382,39,Tons of compliments,"Wore this to work and nearly everyone complimented me on it. very comfortable. lots of detailing. excellent for fall. pockets! i'm usually somewhere between a s and m but this piece was generously cut and a s was excellent. i debated ordering the petite, but actually the regular cut was the excellent length even though i'm only 5'4"".",0,General,Clothes,Clothes
13539,36,,"This is a magnificent sweater. i gave it four instead of five stars because it runs unusually wide and is a bit boxy. if you like your clothes a little big, this is the sweater for you!",0,General,Tops,Fine gauge
2484,44,,I tried this on in my regular size and a size up. just didn't work in either. the attached slip bunched underneath and the material was rough. i did not purchase it.,3,General Petite,Clothes,Clothes
6010,39,Magnificent peplum top,I love the fit of the peplum top. it's flattering without being too full on the bottom. the print is lovely and magnificent for summer and spring!,0,General,Tops,Knits
7557,34,Unique and fun piece!,"I feel in love with this shirt online and purchased it right away. this is one of the those pieces that makes retailer my preferred place to shop... stylish, unique and beautiful. it is a bit full in the bottom so i sized down from my normal s to xs and am very pleased.",0,General,Tops,Blouses
14701,33,Magnificent layering staple,"Magnificent simple item. can be worn with leggings or trousers, clotheed up or down, or layered on. fit and color are true to size and picture.",0,General,Tops,Knits
15182,39,Buttons falling off...,"This blazer is a nice weight for summer. it is more terracotta than rose, but is still a nice color. the fit is tts and flattering. however, the buttons were almost falling off the one i received. i didn't take this as a sign of magnificent quality and plan to return it.",8,General Petite,Coats,Coats
16967,46,Cropped,"How can some reviewers say this coat is true to size, yet others say it runs small? i think it's because this coat is cropped. by the time i took advantage of the fall perks 20 percent discount, the xs peach was sold out so i ended up ordering size s. i also got the xs gray to compare. sure enough, the xs looks better but is cropped on me. for ref, i'm 5' 5"", 32a, 115 lbs. i don't really need another almost black coat so i'm either sized out or have to exchange for xs peach to wear with dr",2,General,Coats,Coats
22723,59,Fabulous!!,Saw this in the store and loved it! the photos on line do not do this justice. material is soft and substantial. if you love the look of raw edge you'll love this piece. as usual i wish it were a bit shorter even in petites as i am only 5' but kept it and love it.,3,General,Coats,Coats
14889,38,Beautiful blouse; unfinished threads to sew,"I'm an xl in retailer tops, and the xl in this blouse fit wonderfully. i bought the blouse in black, but will also probably purchase it in the cream. the blouse is made very nicely, however i had to deal with about 6 embroidered pieces that were not knotted. i had to take a needle, and thread the loose pieces to the back of the blouse and then knot them in with the rest of the embroidery. some of the individual flowers just came out entirely. however, this is such a stunning blouse and i feel so g",0,General,Tops,Blouses
3063,75,Gorgeous sweater,"This is a very substantial, warm sweater that is so classy and super soft and just different enough. really magnificent with neutral sweater leggings or jeans with boots. you have to wear a longer tank or tee underneath as it it split on the sides but the belt cinches the whole sweater in.",8,General,Tops,Fine gauge
20536,43,,"So beautiful! fabric hangs magnificent, lovely detail, fits well and feels magnificent",0,General Petite,Tops,Knits
13669,38,Stunning and comfortable,"I needed to get this hemmed about 3-4 inches, but it was well worth it. this is a gorgeous, effortlessly glam outfit. the material is silky soft, with some stretch, and drapes beautifully. i am a 12/14 and got an xl-- i think a large would have been better (this had extra width at the waist, but it worked with the tie belt). i loved wearing this and felt comfortable all night.",0,General,Bottoms,Trousers
14902,20,Beautiful but doesn't hold up well,"Beautiful. got several compliments when wearing it. does not hold up with washes though. threads unraveling everywhere. i am thinking of returning it for this reason. fits true to size. i am 5'4"" 118 lbs, xs fit. i am smaller on top.",0,General,Tops,Blouses
21246,24,Love this coat!,"Really love this coat! i agree with the previous review that while the x small fits magnificent when i am standing--it is a little hard to raise my arms in it. however- it is magnificent to wear over a clothe or with jeans at the office. magnificent quality- lined with jersey. i've gotten many compliments! (5'8, 120 lbs, xsmall)",0,General,Coats,Outerwear
22260,56,,,0,General,Clothes,Clothes
21814,35,,,0,General,Clothes,Clothes
12446,42,,"I bought the ivory sweater. lovely color and softness. the zipper is a magnificent, unique feature that i love. the bottom has a wavy shape with extra fabric - definitely creates a bell shape.",0,General Petite,Tops,Sweaters
4510,39,Unexpectedly cute,"I wasn't going to even try to see it this clothe would fit.  it just seemed like such an unflattering silhouette since my body is nothing like the model.  i'm so glad i gave it a try because this clothe is cute and comfy and looks magnificent on me when i belt it!  my outfit is a floppy straw hat, skinny leather belt and flat sandals.  there's a lot of fabric but it gathers well without poofing out.  i ordered the medium petite and i am 5'3"" 36dd 140#.",1,General Petite,Clothes,Clothes
4776,43,Playful and easy to wear,"This is a fantastic maxi -- it is very flattering, you can wear a normal bra with it (for me, very necessary) and the added ruffle makes it excellent. its a casual fabric but because of the contrast in fabric can be clotheed up easily. 

i am 5 foot 1, 123, and curvy on top and ordered a small petite. in many antrho maxis i go down to an xs, but in this one the small felt the best -- more comfortable around the waist. 

will get tons of wear out of this -- have already taken it on a trip and wo",1,General,Clothes,Clothes
15945,53,Stiff silver lace,"I hate to be so negative but i can't believe this shirt has so many positive reviews. it is stiff, silver lace and hangs funny if you have a chest. adding a cami undnerneath makes it worse. looks cheap.",10,General,Tops,Knits
13066,42,I can wear a jumpsuit?!?!,"I never would have thought that i could wear a jumpsuit and it actually look good on me, but this is it!!! the fabric is weighted some so it lays very flattering and is very comfortable. the sash can be tied several ways-front, back, or side. i will be traveling in this to the beach and pairing it with an retailer wrap, and then wearing it alone with sandals once we exit the freezing airplanes. a racer back bra works magnificent with this piece and the pockets are an added bonus. it looks like a d",2,General,Clothes,Clothes
16649,30,,"I recently ordered this and am so glad i did. i completely love it! my hips and butt are not tiny, so i was very nervous that this would be a giant pouf on my lower half, but it lays excellently flat and has a very gentle a-line, contrary to other comments. i am 5'4"" and 130' but the xs fits excellently and keeps me looking trim. the waist sits just barely below my natural waist. very happy with this purchase; would buy more if there were additional colors - who doesn't love an elastic-waisted skirt",1,General Petite,Bottoms,Skirts
397,32,Loving these jeans!,"Magnificent fit! no bagging and sagging and they fit true to size. very cute! for reference, i&#39;m 5&#39;2, 115 lbs and take a 26p. they look just like they do on the model. i highly recommend!",0,General,Bottoms,Jeans
7537,55,Love this sweater!!!!!,"Omg i love this sweater. it is minimalistic yet romantic. my mother in-law bought this for me last may when she was visiting and one for herself. i saw it today at the store in white and i snatched it up. i will wear this for years. i did not see until now that is is meant to be worn with the ties in the back. i've been wearing it with the ties in the front. what a bonus that there are 2 ways to wear this wonderful sweater. i will wear these 2 pieces for many, many years.",8,General,Tops,Sweaters
1386,42,Flattering tee,This is a really flattering tee for my curves. pretty lace details. i purchased the gray and ordered the wine. the pink looked more peach to me in the store. only reason for 4 stars is that the back material wrinkles easily. true to size (large) for me.,8,General,Tops,Knits
17470,43,,,0,General,Tops,Sweaters
2475,67,Runs quite large,"The blouse is beautiful. the quality and design are spot on. but it runs quite large. i normally wear a small or an extra small depending on the cut. i ordered this in a small based on the way it seemed to fit the model. it's huge. i'm going to have to reorder in a smaller size, but i'm not sure if the xs or xxs will fit better. i'll probably drive to my retailer store and try it on in person. for comparison, i am 116 pounds, 36-26-36.,",3,General,Tops,Knits
9817,39,Like it alright,"I like this sweater but i'm not in love. the rib knit on the sleeves are too form fitting (not restrictive) on my chubby arms so it doesn't look flattering when i wear long sleeves. i do appreciate the mixed patterns and the soft moss colorway, it's very pretty together. i purchased the medium petite and the length looks good. maybe i need the large because of my body type. i'll give it another chance when my paquerette gets here",0,General Petite,Tops,Sweaters
2067,63,Gorgeous top but very high-waisted,"I love everything about this blouse except for one thing: the peplum just hits way too high up on the body, and i am only 5'4"". 106 and ordered a regular size 2 (not petite) which fits excellently except for this. it is made of a beautiful textured fabric and is very nice quality. i adore peplums and own many and like the peplum to begin near the waist. however, others may not mind the higher waist and in that case it may work for them. i really hated to send it back it was so pretty but it just w",19,General Petite,Tops,Blouses
13081,36,Soooo comfy,"This sweater is super soft and comfortable. runs very big. i usually wear a large, i purchased a medium and it is almost too big.",0,General Petite,Tops,Sweaters
2927,38,Magnificent flowy clothe to combat the summer heat!,"I picked this clothe up from the sales rack at retailer and immediately fell in love when i tried it on. the colors are prettier in person. the cut on the top is a little snug. my bust size is 32b and i got the size 2. i can see the top being an issue for bustier women. overall, wonderful quality and design! i'm wearing it today to combat the 90 degree+ weather.",2,General Petite,Trend,Trend
16253,23,,Excellent lace tank. i am six feet tall and this top hits me about where it does on the model. i ordered xl and feel it is a generous tts . it is very figure flattering and not too tight across the bust. it has a thin lining so no camisole is needed. so beautiful!,7,General Petite,Tops,Blouses
4456,27,Pretty top,"This is a nice light weight cotton i purchased for work.. i usually take a size 4 or 6. i bought it online and opted for a size 6. i will be exchanging this for the smaller size, as it is a bit boxy and the sleeve length is ample. once the exchange is done i look forward to having this blouse that i can wear untucked and still not be wearing yet another tunic (my go to style).",3,General,Tops,Blouses
22086,56,"Beautiful spring blouse, but 16s sold out in feb.?","I saw this gorgeous blouse in a store over dark blue jeans on feb. 19. of course, the store stock only went up to a size 12. typical. with the way the 12 fit, i knew i had to size up from my usual size 14, and i did. i ordered it in a size 16, and it arrived on monday, feb. 22 -- with lightening-fast speed. it is breathtaking and fits wonderfully. i like the top button undone, the buttons are gorgeous, and the blouse is very retro, circa 1973, but you definitely have to go up one size. the only",25,General,Tops,Blouses
18657,49,Odd color...,"I wanted to love this top... it's gorgeous w/the beading and velvet. however, it really goes with nothing. i'm tall and slender... the top felt a bit cropped when i tried it on. very wide flare shape... but that wouldn't make me return it. what is making me send it back is the color. the grey is gorgeous, but the fabric is a buttery yellow color. i think i was picturing it more cream. i don't know what in the world you could wear this with... grey trousers?! a grey pencil skirt?! it looks terrible",5,General,Tops,Blouses
12833,65,Run big!,"Beware ladies! these are the first pair of cartonnier trousers i've tried that actually run large! i have several other pair of cartonnier crops that are sized way up to a 10 (my normal size is 6 or 8). to my surprise, my normal size 6 in these for excellently!! the fabric is way different than the printed crops. i got the bright red, and fabric is stretchy! magnificent fit and magnificent weight for summer!",1,General,Bottoms,Trousers
13948,54,Cute and comfortable,"Love this top, looks really cute with a pair of high waist jeans. it is a nice thick cotton fabric that does not stretch out after wearing. it is short, so for me the high waist trousers were a must, but if you don't mind showing your belly, then it would be cute with anything, the boat neck collar is not so wide that it shows your bra straps as with some. overall it was a good fit.",0,General,Tops,Knits
18106,28,Magnificent tunic,I love this! i pair it with jeans or leggings and it works wonderfully. it's comfortable and stylish and a necessary addition to my wardrobe. it's a staple piece that i know i'll be able to use for years.,0,General,Tops,Blouses
22483,42,Too transparent,"I ordered these in m (5'8"" 140 lbs.) and they are tts: they fit well and are neither tight nor loose. the issue that i have with them (and the reason that i sent them back) is that the material, although comfortable, is completely transparent; if i were to try to run out to get the mail in these, the whole neighborhood would essentially see me bottomless! furthermore, these are not white but off-white (and quite a yellowy off-white, at that), so these loungers don't look as cute with the feature",1,Initmates,Intimate,Sleep
10980,37,Oh my goodness!,"When i saw this clothe online - it was a must have. i preordered immediately and had my fingers crossed that i'd get it! thankfully it did! this clothe has blown me away. it exceeds all expectations!!! i ordered an xl which is a normal size for me and i'm glad i did! the body is very swingy but the top is true to size. the print is magical. whimsical, bold,  bohemian and transitional into every single season. i am 5'8 and the clothe hits just above my knees. i feel gorgeous in it. the ""woven cotton",6,General Petite,Clothes,Clothes
16746,32,,,0,General,Bottoms,Skirts
10779,34,Lovely blouse the the v is far too deep,"The fabric and cut of this blouse are beautiful, but the v was so deep i could never wear it without a cami and i think that would ruin the look. i have a large chest, but the similarly cut blouse (without the textured fabric - from the same designer) fit me fine. this one is just cut differently. i even tried sizing up and down - to no avail. the photo on the model seems misleading because i don't see how the neck would lay flat or stay that high on anyone - even with a smaller chest. i was so",0,General,Tops,Knits
8274,31,Nice vest!,Definitely a good buy especially when i bought it on sale! it's warm and can be worn clotheed up or down.,0,General Petite,Tops,Sweaters
19872,37,Odd fit,"I really wanted to like this top, but unfortunately it is not as pretty or flattering in person. the yellow looks dirty in real life, not pretty like the picture. it is also a strange fit/shape when it is on. i tried it on in the store and did not like it at all.",2,General,Tops,Knits
13188,40,Easy summer clothe,"This is a magnificent throw in your weekend bag summer clothe. it runs a bit large, especially on the top, but i'll make it work. back is a bit low, so a cardigan would be required for office wear.",0,General,Clothes,Clothes
8204,48,Casual yet office appropriate,"This can take you from office to casual afternoon. i got the plaid print in store. it is much nicer in person than in the picture. very cute neckline and detailing. i'd say true to size, slightly large. i wore my regular size and it fits fine without looking too large.",0,General Petite,Tops,Blouses
20101,50,Totally cute and unique,Saw this hanging in the store. it is cute front and back.  it is flattering as well. i plan to wear under a coat for work and without a coat at night.  looks amazing with a denim coat,2,General,Tops,Blouses
20723,36,Beautiful,As beautiful as in the picture. couldn't go wrong with it. excellent quality and gorgeous color.,0,General,Bottoms,Skirts
11537,45,Tee,"This top looked really cute. when i received
it the fit was not flattering. it is snug on top and very loose
on the bottom with an excess amount of material. it made me
look very disproportionate. i returned it.",0,General,Tops,Knits
22524,27,Needs alterations,"Let me start by saying this skirt is beautiful quality. it is a stretchy material which makes it very comfy. i ordered a large because i am a size 8 (sometimes 10) in jeans. but - i get the waist taken in on almost every pair of jeans i have ever owned. my tailor calls me ""kim k"" lol. i was hoping i wouldn't have that same problem with this skirt but the waist is enormous (but fits my hips, thighs, and booty like a dream). i'm hoping a tailor can have the waist taken in. if i didn't have a small",1,General,Bottoms,Skirts
9530,64,So pretty!,"I found this pretty sweater to run true to size. i am between a size large and extra large and the large fit well. it is excellent in the shoulders and body skimming without being too flared at the hem. the lavender is a dreamy light sky blue, true to what my monitor shows. i rarely wear anything but black and gray, but i could not resist this color. the sweater is a medium weight and i anticipate wearing this at the beach with white jeans and now with pale gray narrow wool trousers. i really like th",0,General,Tops,Fine gauge
13102,46,Beautiful bomber,"This is soft to the touch and just beautiful.
it is a little roomy, but true to size. i love it that way. 
totally on trend for the season",1,General Petite,Coats,Coats
9997,42,Gorgeous!,The cut is excellent and the rose color is so pretty!  it fits like the typical left of center sizing.  i wish it came in more colors!,2,General Petite,Tops,Knits
11514,38,Makes me look dumpy,"I do not love these trousers. while the fabric is nice, they make me look rather dumpy. i highly recommend the essential taper trouser instead, which has beautiful tapering legs and made me look more slender. these trousers make me look like i've put on 20 pounds and they also make me look rather squat. perhaps they would look good on someone tall, but at 5' 6"" these are a miss for me!",15,General Petite,Bottoms,Trousers
14955,34,"Elegant, comfortable, and classic","-this was actually at my local retailer store. it reminded me of another online exclusive that was a clothe and had the same flower shapes but the color was a soft pink; this is exactly like that.
_____________
pros:
- it is so lovely with the pleated front",4,General Petite,Tops,Knits
19301,45,Magnificent clothe for the right body type.,"There is so much i love about this clothe. like many of the other reviewers i simply love the fabric. it's soft and comfy but has texture and interest at the same time. there's beautiful detail to it as well. the edging at the neckline and hemline are unfinished and beautifully so. having said all that, i like many other reviewers i just don't have the body type to pull it off. there wasn't one angle that didn't make me look even bigger than i am. the pleating in the front, while very cute, gave",0,General Petite,Clothes,Clothes
7603,42,Runs big,I normally wear a small and sometimes a medium. even the extra small feels large all over and in the length. it's gorgeous though.,0,General Petite,Tops,Knits
4126,48,Cute idea,"Scratchy, wide cut = not flattering, i tried to make this work because i wanted a different, unique cardigan. but.... the color is not for me either.., it's yellow/ivory. bummer! so cute on the model! the snaps are my very preferred part!",0,General,Tops,Sweaters
20728,23,More than a legging,These are as comfortable as any other leggings. they are thick enough that they are not see through (such a pet peeve when i see people with see through leggings). the front panel is so soft and i feel like it gives more of a professional vibe. they are a bit cropped/short but i'm tall so i'm used to this.,1,General Petite,Bottoms,Trousers
7832,42,"Very beautiful, but material is scratchy and stiff","I really want to love this clothe, the style and colors are so nice and easy. i like the loose flowy feel of the clothe. it runs a tad large, but that is part of the style. what bothers me is that the fabric and embroidery is very stiff and itchy, to the point where it is uncomfortable on my arms and body even though it is a loose fitting clothe. also, it has lining which is nice for modesty, but with the stiff/itchy factor mixed with lining, it feels a bit cumbersome. i haven't decided if i will k",14,General Petite,Clothes,Clothes
14616,38,Excellent transitional 3rd piece,"I love this little vest! such an easy outfit completer. just throw it on over jeans and a tank or long sleeves and voila...effortlessly chic! the colors pop and it's the excellent length. if you're on the fence with this one, definitely give it a try. you won't be disappointed!",0,General,Coats,Coats
16518,39,Nice enough,"I had been looking for an off the shoulder top (or open shoulder) as the trend is really in right now, but that proves more difficult for me (muscular traps and shoulders, not always flattering)... anyway, i decided to order this ( i saw it paired with a wide-leg jeans, tucked in)... that is how i like it... tucked in. it is otherwise a little boxy on me (wide shoulders means the whole thing shifts out. the fabric si a tiny bit wrinkle-prone, but not too badly. both colors are nice, but thought",1,General Petite,Tops,Blouses
10241,58,Lovely but...,I have been staring at these shorts since they first appeared and finally decided to treat myself to them for my birthday. when they came in the mail i was so excited and they in person are even more beautiful and well made then in the picture. but be warned these shorts are rather short so if you don't mind showing a bit of leg these will be right up your alley.,0,General,Bottoms,Shorts
1637,53,Stunning skirt!,Beautiful colors,2,General Petite,Bottoms,Skirts
18038,37,Magnificent for pregnancy,"I'm 7 months pregnant and bought this clothe yesterday, it is excellent! the wrap design makes it possible to expand the skirt and still look cute. i'm 5'3"" bought the small and look forward to wearing this after i deliver as well.",2,General,Clothes,Clothes
12875,38,Love this clothe,I purchased a petite size which fit magnificent except for the slip. the slip is at least 2 inches shorter than clothe. super comfy and flattering! excellent for fall with at pair of booties.,0,General Petite,Clothes,Clothes
19129,38,Excellent!,"My only complaint is that there is no lining. it also came very wrinkly and i need to figure out how to steam it.

however the fit is excellent (tts) and it is so very flattering!",1,General,Coats,Outerwear
5311,48,Stunning clothe,"Classic retailer stunning clothe! the embroidery is beautiful, with the beads and details. the blush color can be difficult with my pale complexion, but i didn't have trouble with this. i got a ton of compliments. it looks a bit flat on top on the model. i'm not very curvy, and it accentuates my curves nicely. it doesn't hang down quite so much as it looks in the picture, but has a more classic fit and flare shape, very flattering.",0,General,Clothes,Clothes
17270,31,Preferred new plaid,"I purchased this top during the 20% off sale and i'm very pleased with it. i love how flowy it is without looking like a maternity top. for reference, i'm 5'4, 130# and purchased a small (my usual retailer size). if you have broad shoulders you may have to size up as i found the arms and shoulders to run a little small.",3,General,Tops,Blouses
13923,62,So soft i wear them as pajamas,"I really love these trousers as ""loungers"". not sure i would wear them outside the house, because the legs are very wide.. yes, the elastic has the problem that others have mentioned, but i just hold it in place when i pull them on and it stays put. but the fabric is so soft that i put them on every night after work and sometimes don't take them off before bed. pockets are a nice touch - something i have come to love about retailer trousers.",0,Initmates,Intimate,Lounge
14349,22,Beautiful,"I love this clothe. it fits like a dream and is incredibly flattering. i vary between a 4 and a 6 in clothees, and the 6 was too large on the bust but the 4 fit magnificent! the clothe is longer than in the picture, the model must be wearing heels, but it doesn't quite hit the ground with flats. the fabric is light and airy, it comes across a little more formal in person but is versatile enough to be worn more casually as well.",11,General Petite,Clothes,Clothes
10051,41,,,0,General,Bottoms,Jeans
9101,50,,,0,General,Tops,Knits
22714,42,Large and wide,This colors and fabric of this clothe are beautiful and i really wanted to love it but from the chest to the hips there is too much fabric and it give you no shape at all. it had to go back.,0,General Petite,Clothes,Clothes
222,61,,"This tunic trumped any other i have seen this season. the style, with the delicate open stitchwork around the upper chest gave it quite a feminine appeal. i especially love the weight of the fabric being on the light side. won't have to worry about hot flashes like when wearing a thicker fabric! it's warm without being bulky. and to top it off, it was on sale and i was able to grab two colors. this tunic is also age appropriate and flattering for most anyone. extraordinary to say the least.",0,General Petite,Tops,Fine gauge
2998,30,Do not wash,Ok so when i bought this in every color there were no negative reviews. i loved this shirt. it was amazing. fit excellent was so comfortable. then i washed it. ahhhh. it shrunk so bad my3 year old could wear it. i washed it according to the tag. then the second color i just hand washed in ice cold water and laid flat and it still shrunk. man. i wish i could return these shirts. they are so bad. and i typically love bordeaux quality. these are horrendous.,0,General,Tops,Knits
11695,29,,,0,General,Tops,Blouses
5876,50,Beautiful but....,"......not for the long waisted. i immediately ordered this top when i saw it online. the embroidery is beuatiful (although it will require extra care). the soft lavendar color was a breathe of fresh air. however, i felt like i was wearing a maternity top as it hung oddly on my slim, 5'9"" frame. i am long waisted so perhaps petites will find this top works for them. i agree with the other reviewer that indicated the arm openings are a bit large and deep. sadly, this one went back....",2,General Petite,Tops,Blouses
16329,56,At least it's not a swing top! tts?,"I loved the idea of the placement print around the neckline and shoulders and even the nape. the print transforms an otherwise simple t-shirt into an eye catching top. it lacked in the length department, and there was extra fabric under the sleeves that wasn't flattering just above the girls.

this is made by retailer brand postmark. i own several tops by this brand, and found that their printed fabric tends to fade out from wash #1. as is usual for postmark, the brand was not stated on the produ",95,General,Tops,Knits
2635,36,Fine on sale,Totally pretty but not crazy flattering. a bit wide in the hip area if you are not tall. good on sale but i wouldn't pay full price.,0,Initmates,Intimate,Swim
4417,24,Tight neck,"I tried a size x small on in the store and i am 5'4"" 120 lbs. i had trouble getting my head through the clothe, and once i did it felt so tight at the neck, as if it was chocking me. the clothe color is very nice but the tight neck and odd arm holes were a no. i would not recommend this clothe for those reasons.",0,General Petite,Clothes,Clothes
